year,month,day,source_location,DETECTED CRIME,negative,neutral,positive,total,neg_ratio
2020,7,9,Clackmannanshire,3,0,0,0,0,0.0
2020,7,10,Clackmannanshire,1,0,0,0,0,0.0
2020,7,11,Clackmannanshire,2,0,0,0,0,0.0
2020,7,12,Clackmannanshire,2,0,0,0,0,0.0
2020,7,13,Clackmannanshire,3,0,0,0,0,0.0
2020,7,14,Clackmannanshire,1,0,0,0,0,0.0
2020,7,15,Clackmannanshire,1,0,0,0,0,0.0
2020,7,16,Clackmannanshire,1,0,0,0,0,0.0
2020,7,17,Clackmannanshire,3,0,0,0,0,0.0
2020,7,18,Clackmannanshire,2,0,0,0,0,0.0
2020,7,19,Clackmannanshire,1,0,0,0,0,0.0
2020,7,20,Clackmannanshire,2,0,0,0,0,0.0
2020,7,21,Clackmannanshire,2,0,0,0,0,0.0
2020,7,22,Clackmannanshire,1,0,0,0,0,0.0
2020,7,23,Clackmannanshire,1,0,0,0,0,0.0
2020,7,24,Clackmannanshire,1,0,0,0,0,0.0
2020,7,25,Clackmannanshire,2,0,0,0,0,0.0
2020,7,26,Clackmannanshire,1,0,0,0,0,0.0
2020,7,27,Clackmannanshire,0,0,0,0,0,0.0
2020,7,28,Clackmannanshire,3,0,0,0,0,0.0
2020,7,29,Clackmannanshire,2,0,0,0,0,0.0
2020,7,30,Clackmannanshire,2,0,0,0,0,0.0
2020,7,31,Clackmannanshire,2,0,0,0,0,0.0
2020,7,1,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,2,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,3,Dumfries and Galloway,6,0,0,0,0,0.0
2020,7,4,Dumfries and Galloway,6,0,0,0,0,0.0
2020,7,5,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,6,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,7,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,8,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,9,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,10,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,11,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,12,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,13,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,14,Dumfries and Galloway,7,0,0,0,0,0.0
2020,7,15,Dumfries and Galloway,6,0,0,0,0,0.0
2020,7,16,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,17,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,18,Dumfries and Galloway,6,0,0,0,0,0.0
2020,7,19,Dumfries and Galloway,7,0,0,0,0,0.0
2020,7,20,Dumfries and Galloway,6,0,0,0,0,0.0
2020,7,21,Dumfries and Galloway,8,0,0,0,0,0.0
2020,7,22,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,23,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,24,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,25,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,26,Dumfries and Galloway,7,0,0,0,0,0.0
2020,7,27,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,28,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,29,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,30,Dumfries and Galloway,4,0,0,0,0,0.0
2020,7,31,Dumfries and Galloway,5,0,0,0,0,0.0
2020,7,1,Dundee City,4,0,0,0,0,0.0
2020,7,2,Dundee City,2,0,0,0,0,0.0
2020,7,3,Dundee City,2,0,0,0,0,0.0
2020,7,4,Dundee City,3,0,0,0,0,0.0
2020,7,5,Dundee City,3,0,0,0,0,0.0
2020,7,6,Dundee City,3,0,0,0,0,0.0
2020,7,7,Dundee City,2,0,0,0,0,0.0
2020,7,8,Dundee City,5,0,0,0,0,0.0
2020,7,9,Dundee City,4,0,0,0,0,0.0
2020,7,10,Dundee City,2,0,0,0,0,0.0
2020,7,11,Dundee City,4,0,0,0,0,0.0
2020,7,12,Dundee City,5,0,0,0,0,0.0
2020,7,13,Dundee City,4,0,0,0,0,0.0
2020,7,14,Dundee City,4,0,0,0,0,0.0
2020,7,15,Dundee City,4,0,0,0,0,0.0
2020,7,16,Dundee City,3,0,0,0,0,0.0
2020,7,17,Dundee City,5,0,0,0,0,0.0
2020,7,18,Dundee City,2,0,0,0,0,0.0
2020,7,19,Dundee City,2,0,0,0,0,0.0
2020,7,20,Dundee City,4,0,0,0,0,0.0
2020,7,21,Dundee City,3,0,0,0,0,0.0
2020,7,22,Dundee City,4,0,0,0,0,0.0
2020,7,23,Dundee City,4,0,0,0,0,0.0
2020,7,24,Dundee City,5,0,0,0,0,0.0
2020,7,25,Dundee City,4,0,0,0,0,0.0
2020,7,26,Dundee City,3,0,0,0,0,0.0
2020,7,27,Dundee City,3,0,0,0,0,0.0
2020,7,28,Dundee City,2,0,0,0,0,0.0
2020,7,29,Dundee City,2,0,0,0,0,0.0
2020,7,30,Dundee City,3,0,0,0,0,0.0
2020,7,31,Dundee City,3,0,0,0,0,0.0
2020,7,1,East Ayrshire,6,0,0,0,0,0.0
2020,7,2,East Ayrshire,2,0,0,0,0,0.0
2020,7,3,East Ayrshire,1,0,0,0,0,0.0
2020,7,4,East Ayrshire,1,0,0,0,0,0.0
2020,7,5,East Ayrshire,2,0,0,0,0,0.0
2020,7,6,East Ayrshire,5,0,0,0,0,0.0
2020,7,7,East Ayrshire,3,0,0,0,0,0.0
2020,7,8,East Ayrshire,1,0,0,0,0,0.0
2020,7,9,East Ayrshire,3,0,0,0,0,0.0
2020,7,10,East Ayrshire,2,0,0,0,0,0.0
2020,7,11,East Ayrshire,5,0,0,0,0,0.0
2020,7,12,East Ayrshire,1,0,0,0,0,0.0
2020,7,13,East Ayrshire,1,0,0,0,0,0.0
2020,7,14,East Ayrshire,3,0,0,0,0,0.0
2020,7,15,East Ayrshire,4,0,0,0,0,0.0
2020,7,16,East Ayrshire,3,0,0,0,0,0.0
2020,7,17,East Ayrshire,3,0,0,0,0,0.0
2020,7,18,East Ayrshire,3,0,0,0,0,0.0
2020,7,19,East Ayrshire,4,0,0,0,0,0.0
2020,7,20,East Ayrshire,3,0,0,0,0,0.0
2020,7,21,East Ayrshire,2,0,0,0,0,0.0
2020,7,22,East Ayrshire,2,0,0,0,0,0.0
2020,7,23,East Ayrshire,3,0,0,0,0,0.0
2020,7,24,East Ayrshire,4,0,0,0,0,0.0
2020,7,25,East Ayrshire,6,0,0,0,0,0.0
2020,7,26,East Ayrshire,5,0,0,0,0,0.0
2020,7,27,East Ayrshire,2,0,0,0,0,0.0
2020,7,28,East Ayrshire,1,0,0,0,0,0.0
2020,7,29,East Ayrshire,3,0,0,0,0,0.0
2020,7,30,East Ayrshire,4,0,0,0,0,0.0
2020,7,31,East Ayrshire,4,0,0,0,0,0.0
2020,7,1,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,2,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,3,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,4,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,5,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,6,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,7,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,8,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,9,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,10,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,11,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,12,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,13,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,14,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,15,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,16,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,17,East Dunbartonshire,3,0,0,0,0,0.0
2020,7,18,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,19,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,20,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,21,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,22,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,23,East Dunbartonshire,1,0,0,0,0,0.0
2020,7,24,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,25,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,26,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,27,East Dunbartonshire,0,0,0,0,0,0.0
2020,7,28,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,29,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,30,East Dunbartonshire,2,0,0,0,0,0.0
2020,7,31,East Dunbartonshire,3,0,0,0,0,0.0
2020,7,1,East Lothian,3,0,0,0,0,0.0
2020,7,2,East Lothian,3,0,0,0,0,0.0
2020,7,3,East Lothian,1,0,0,0,0,0.0
2020,7,4,East Lothian,1,0,0,0,0,0.0
2020,7,5,East Lothian,2,0,0,0,0,0.0
2020,7,6,East Lothian,1,0,0,0,0,0.0
2020,7,7,East Lothian,1,0,0,0,0,0.0
2020,7,8,East Lothian,4,0,0,0,0,0.0
2020,7,9,East Lothian,2,0,0,0,0,0.0
2020,7,10,East Lothian,3,0,0,0,0,0.0
2020,7,11,East Lothian,3,0,0,0,0,0.0
2020,7,12,East Lothian,3,0,0,0,0,0.0
2020,7,13,East Lothian,4,0,0,0,0,0.0
2020,7,14,East Lothian,2,0,0,0,0,0.0
2020,7,15,East Lothian,3,0,0,0,0,0.0
2020,7,16,East Lothian,2,0,0,0,0,0.0
2020,7,17,East Lothian,1,0,0,0,0,0.0
2020,7,18,East Lothian,1,0,0,0,0,0.0
2020,7,19,East Lothian,2,0,0,0,0,0.0
2020,7,20,East Lothian,2,0,0,0,0,0.0
2020,7,21,East Lothian,2,0,0,0,0,0.0
2020,7,22,East Lothian,4,0,0,0,0,0.0
2020,7,23,East Lothian,3,0,0,0,0,0.0
2020,7,24,East Lothian,3,0,0,0,0,0.0
2020,7,25,East Lothian,1,0,0,0,0,0.0
2020,7,26,East Lothian,1,0,0,0,0,0.0
2020,7,27,East Lothian,2,0,0,0,0,0.0
2020,7,28,East Lothian,1,0,0,0,0,0.0
2020,7,29,East Lothian,4,0,0,0,0,0.0
2020,7,30,East Lothian,3,0,0,0,0,0.0
2020,7,31,East Lothian,3,0,0,0,0,0.0
2020,7,1,East Renfrewshire,1,0,0,0,0,0.0
2020,7,2,East Renfrewshire,2,0,0,0,0,0.0
2020,7,3,East Renfrewshire,0,0,0,0,0,0.0
2020,7,4,East Renfrewshire,1,0,0,0,0,0.0
2020,7,5,East Renfrewshire,2,0,0,0,0,0.0
2020,7,6,East Renfrewshire,1,0,0,0,0,0.0
2020,7,7,East Renfrewshire,2,0,0,0,0,0.0
2020,7,8,East Renfrewshire,0,0,0,0,0,0.0
2020,7,9,East Renfrewshire,1,0,0,0,0,0.0
2020,7,10,East Renfrewshire,0,0,0,0,0,0.0
2020,7,11,East Renfrewshire,0,0,0,0,0,0.0
2020,7,12,East Renfrewshire,2,0,0,0,0,0.0
2020,7,13,East Renfrewshire,1,0,0,0,0,0.0
2020,7,14,East Renfrewshire,0,0,0,0,0,0.0
2020,7,15,East Renfrewshire,1,0,0,0,0,0.0
2020,7,16,East Renfrewshire,3,0,0,0,0,0.0
2020,7,17,East Renfrewshire,2,0,0,0,0,0.0
2020,7,18,East Renfrewshire,0,0,0,0,0,0.0
2020,7,19,East Renfrewshire,1,0,0,0,0,0.0
2020,7,20,East Renfrewshire,2,0,0,0,0,0.0
2020,7,21,East Renfrewshire,1,0,0,0,0,0.0
2020,7,22,East Renfrewshire,0,0,0,0,0,0.0
2020,7,23,East Renfrewshire,0,0,0,0,0,0.0
2020,7,24,East Renfrewshire,0,0,0,0,0,0.0
2020,7,25,East Renfrewshire,5,0,0,0,0,0.0
2020,7,26,East Renfrewshire,0,0,0,0,0,0.0
2020,7,27,East Renfrewshire,2,0,0,0,0,0.0
2020,7,28,East Renfrewshire,0,0,0,0,0,0.0
2020,7,29,East Renfrewshire,0,0,0,0,0,0.0
2020,7,30,East Renfrewshire,2,0,0,0,0,0.0
2020,7,31,East Renfrewshire,2,0,0,0,0,0.0
2020,7,1,City of Edinburgh,10,0,1,0,1,0.0
2020,7,2,City of Edinburgh,11,0,1,0,1,0.0
2020,7,3,City of Edinburgh,12,0,1,0,1,0.0
2020,7,4,City of Edinburgh,12,0,1,0,1,0.0
2020,7,5,City of Edinburgh,8,0,1,0,1,0.0
2020,7,6,City of Edinburgh,9,0,1,0,1,0.0
2020,7,7,City of Edinburgh,10,0,1,0,1,0.0
2020,7,8,City of Edinburgh,9,0,1,0,1,0.0
2020,7,9,City of Edinburgh,11,0,1,0,1,0.0
2020,7,10,City of Edinburgh,8,0,1,0,1,0.0
2020,7,11,City of Edinburgh,12,0,1,0,1,0.0
2020,7,12,City of Edinburgh,9,0,1,0,1,0.0
2020,7,13,City of Edinburgh,10,0,1,0,1,0.0
2020,7,14,City of Edinburgh,10,0,1,0,1,0.0
2020,7,15,City of Edinburgh,9,0,1,0,1,0.0
2020,7,16,City of Edinburgh,11,0,1,0,1,0.0
2020,7,17,City of Edinburgh,8,0,1,0,1,0.0
2020,7,18,City of Edinburgh,11,0,1,0,1,0.0
2020,7,19,City of Edinburgh,12,0,1,0,1,0.0
2020,7,20,City of Edinburgh,10,0,1,0,1,0.0
2020,7,21,City of Edinburgh,8,0,1,0,1,0.0
2020,7,22,City of Edinburgh,10,0,1,0,1,0.0
2020,7,23,City of Edinburgh,10,0,1,0,1,0.0
2020,7,24,City of Edinburgh,10,0,1,0,1,0.0
2020,7,25,City of Edinburgh,11,0,1,0,1,0.0
2020,7,26,City of Edinburgh,10,0,1,0,1,0.0
2020,7,27,City of Edinburgh,9,0,1,0,1,0.0
2020,7,28,City of Edinburgh,9,0,1,0,1,0.0
2020,7,29,City of Edinburgh,10,0,1,0,1,0.0
2020,7,30,City of Edinburgh,12,0,1,0,1,0.0
2020,7,31,City of Edinburgh,8,0,1,0,1,0.0
2020,7,1,Falkirk,5,0,0,0,0,0.0
2020,7,2,Falkirk,3,0,0,0,0,0.0
2020,7,3,Falkirk,3,0,0,0,0,0.0
2020,7,4,Falkirk,4,0,0,0,0,0.0
2020,7,5,Falkirk,4,0,0,0,0,0.0
2020,7,6,Falkirk,4,0,0,0,0,0.0
2020,7,7,Falkirk,3,0,0,0,0,0.0
2020,7,8,Falkirk,4,0,0,0,0,0.0
2020,7,9,Falkirk,3,0,0,0,0,0.0
2020,7,10,Falkirk,4,0,0,0,0,0.0
2020,7,11,Falkirk,4,0,0,0,0,0.0
2020,7,12,Falkirk,4,0,0,0,0,0.0
2020,7,13,Falkirk,4,0,0,0,0,0.0
2020,7,14,Falkirk,5,0,0,0,0,0.0
2020,7,15,Falkirk,4,0,0,0,0,0.0
2020,7,16,Falkirk,4,0,0,0,0,0.0
2020,7,17,Falkirk,5,0,0,0,0,0.0
2020,7,18,Falkirk,6,0,0,0,0,0.0
2020,7,19,Falkirk,4,0,0,0,0,0.0
2020,7,20,Falkirk,4,0,0,0,0,0.0
2020,7,21,Falkirk,4,0,0,0,0,0.0
2020,7,22,Falkirk,5,0,0,0,0,0.0
2020,7,23,Falkirk,5,0,0,0,0,0.0
2020,7,24,Falkirk,4,0,0,0,0,0.0
2020,7,25,Falkirk,6,0,0,0,0,0.0
2020,7,26,Falkirk,7,0,0,0,0,0.0
2020,7,27,Falkirk,4,0,0,0,0,0.0
2020,7,28,Falkirk,4,0,0,0,0,0.0
2020,7,29,Falkirk,4,0,0,0,0,0.0
2020,7,30,Falkirk,4,0,0,0,0,0.0
2020,7,31,Falkirk,5,0,0,0,0,0.0
2020,7,1,Fife,8,0,0,0,0,0.0
2020,7,2,Fife,8,0,0,0,0,0.0
2020,7,3,Fife,8,0,0,0,0,0.0
2020,7,4,Fife,10,0,0,0,0,0.0
2020,7,5,Fife,8,0,0,0,0,0.0
2020,7,6,Fife,10,0,0,0,0,0.0
2020,7,7,Fife,10,0,0,0,0,0.0
2020,7,8,Fife,10,0,0,0,0,0.0
2020,7,9,Fife,8,0,0,0,0,0.0
2020,7,10,Fife,9,0,0,0,0,0.0
2020,7,11,Fife,8,0,0,0,0,0.0
2020,7,12,Fife,8,0,0,0,0,0.0
2020,7,13,Fife,9,0,0,0,0,0.0
2020,7,14,Fife,9,0,0,0,0,0.0
2020,7,15,Fife,10,0,0,0,0,0.0
2020,7,16,Fife,8,0,0,0,0,0.0
2020,7,17,Fife,10,0,0,0,0,0.0
2020,7,18,Fife,9,0,0,0,0,0.0
2020,7,19,Fife,9,0,0,0,0,0.0
2020,7,20,Fife,9,0,0,0,0,0.0
2020,7,21,Fife,10,0,0,0,0,0.0
2020,7,22,Fife,9,0,0,0,0,0.0
2020,7,23,Fife,8,0,0,0,0,0.0
2020,7,24,Fife,10,0,0,0,0,0.0
2020,7,25,Fife,10,0,0,0,0,0.0
2020,7,26,Fife,10,0,0,0,0,0.0
2020,7,27,Fife,8,0,0,0,0,0.0
2020,7,28,Fife,10,0,0,0,0,0.0
2020,7,29,Fife,10,0,0,0,0,0.0
2020,7,30,Fife,7,0,0,0,0,0.0
2020,7,31,Fife,10,0,0,0,0,0.0
2020,7,1,Glasgow City,21,0,0,0,0,0.0
2020,7,2,Glasgow City,21,0,0,0,0,0.0
2020,7,3,Glasgow City,20,0,0,0,0,0.0
2020,7,4,Glasgow City,20,0,0,0,0,0.0
2020,7,5,Glasgow City,22,0,0,0,0,0.0
2020,7,6,Glasgow City,24,0,0,0,0,0.0
2020,7,7,Glasgow City,20,0,0,0,0,0.0
2020,7,8,Glasgow City,24,0,0,0,0,0.0
2020,7,9,Glasgow City,20,0,0,0,0,0.0
2020,7,10,Glasgow City,21,0,0,0,0,0.0
2020,7,11,Glasgow City,22,0,0,0,0,0.0
2020,7,12,Glasgow City,20,0,0,0,0,0.0
2020,7,13,Glasgow City,22,0,0,0,0,0.0
2020,7,14,Glasgow City,23,0,0,0,0,0.0
2020,7,15,Glasgow City,20,0,0,0,0,0.0
2020,7,16,Glasgow City,24,0,0,0,0,0.0
2020,7,17,Glasgow City,21,0,0,0,0,0.0
2020,7,18,Glasgow City,22,0,0,0,0,0.0
2020,7,19,Glasgow City,22,0,0,0,0,0.0
2020,7,20,Glasgow City,24,0,0,0,0,0.0
2020,7,21,Glasgow City,20,0,0,0,0,0.0
2020,7,22,Glasgow City,20,0,0,0,0,0.0
2020,7,23,Glasgow City,25,0,0,0,0,0.0
2020,7,24,Glasgow City,22,0,0,0,0,0.0
2020,7,25,Glasgow City,21,0,0,0,0,0.0
2020,7,26,Glasgow City,20,0,0,0,0,0.0
2020,7,27,Glasgow City,20,0,0,0,0,0.0
2020,7,28,Glasgow City,22,0,0,0,0,0.0
2020,7,29,Glasgow City,20,0,0,0,0,0.0
2020,7,30,Glasgow City,20,0,0,0,0,0.0
2020,7,31,Glasgow City,21,0,0,0,0,0.0
2020,7,1,Highland,4,0,0,0,0,0.0
2020,7,2,Highland,3,0,0,0,0,0.0
2020,7,3,Highland,3,0,0,0,0,0.0
2020,7,4,Highland,5,0,0,0,0,0.0
2020,7,5,Highland,4,0,0,0,0,0.0
2020,7,6,Highland,6,0,0,0,0,0.0
2020,7,7,Highland,2,0,0,0,0,0.0
2020,7,8,Highland,4,0,0,0,0,0.0
2020,7,9,Highland,3,0,0,0,0,0.0
2020,7,10,Highland,5,0,0,0,0,0.0
2020,7,11,Highland,4,0,0,0,0,0.0
2020,7,12,Highland,4,0,0,0,0,0.0
2020,7,13,Highland,2,0,0,0,0,0.0
2020,7,14,Highland,4,0,0,0,0,0.0
2020,7,15,Highland,6,0,0,0,0,0.0
2020,7,16,Highland,2,0,0,0,0,0.0
2020,7,17,Highland,4,0,0,0,0,0.0
2020,7,18,Highland,3,0,0,0,0,0.0
2020,7,19,Highland,4,0,0,0,0,0.0
2020,7,20,Highland,5,0,0,0,0,0.0
2020,7,21,Highland,3,0,0,0,0,0.0
2020,7,22,Highland,4,0,0,0,0,0.0
2020,7,23,Highland,4,0,0,0,0,0.0
2020,7,24,Highland,5,0,0,0,0,0.0
2020,7,25,Highland,4,0,0,0,0,0.0
2020,7,26,Highland,5,0,0,0,0,0.0
2020,7,27,Highland,3,0,0,0,0,0.0
2020,7,28,Highland,6,0,0,0,0,0.0
2020,7,29,Highland,2,0,0,0,0,0.0
2020,7,30,Highland,4,0,0,0,0,0.0
2020,7,31,Highland,5,0,0,0,0,0.0
2020,7,1,Inverclyde,1,0,0,0,0,0.0
2020,7,2,Inverclyde,2,0,0,0,0,0.0
2020,7,3,Inverclyde,1,0,0,0,0,0.0
2020,7,4,Inverclyde,1,0,0,0,0,0.0
2020,7,5,Inverclyde,2,0,0,0,0,0.0
2020,7,6,Inverclyde,4,0,0,0,0,0.0
2020,7,7,Inverclyde,0,0,0,0,0,0.0
2020,7,8,Inverclyde,1,0,0,0,0,0.0
2020,7,9,Inverclyde,2,0,0,0,0,0.0
2020,7,10,Inverclyde,0,0,0,0,0,0.0
2020,7,11,Inverclyde,1,0,0,0,0,0.0
2020,7,12,Inverclyde,2,0,0,0,0,0.0
2020,7,13,Inverclyde,2,0,0,0,0,0.0
2020,7,14,Inverclyde,0,0,0,0,0,0.0
2020,7,15,Inverclyde,2,0,0,0,0,0.0
2020,7,16,Inverclyde,0,0,0,0,0,0.0
2020,7,17,Inverclyde,0,0,0,0,0,0.0
2020,7,18,Inverclyde,3,0,0,0,0,0.0
2020,7,19,Inverclyde,3,0,0,0,0,0.0
2020,7,20,Inverclyde,1,0,0,0,0,0.0
2020,7,21,Inverclyde,1,0,0,0,0,0.0
2020,7,22,Inverclyde,4,0,0,0,0,0.0
2020,7,23,Inverclyde,1,0,0,0,0,0.0
2020,7,24,Inverclyde,0,0,0,0,0,0.0
2020,7,25,Inverclyde,2,0,0,0,0,0.0
2020,7,26,Inverclyde,3,0,0,0,0,0.0
2020,7,27,Inverclyde,0,0,0,0,0,0.0
2020,7,28,Inverclyde,2,0,0,0,0,0.0
2020,7,29,Inverclyde,3,0,0,0,0,0.0
2020,7,30,Inverclyde,2,0,0,0,0,0.0
2020,7,31,Inverclyde,3,0,0,0,0,0.0
2020,7,1,Midlothian,3,0,0,0,0,0.0
2020,7,2,Midlothian,3,0,0,0,0,0.0
2020,7,3,Midlothian,4,0,0,0,0,0.0
2020,7,4,Midlothian,4,0,0,0,0,0.0
2020,7,5,Midlothian,3,0,0,0,0,0.0
2020,7,6,Midlothian,1,0,0,0,0,0.0
2020,7,7,Midlothian,0,0,0,0,0,0.0
2020,7,8,Midlothian,1,0,0,0,0,0.0
2020,7,9,Midlothian,3,0,0,0,0,0.0
2020,7,10,Midlothian,3,0,0,0,0,0.0
2020,7,11,Midlothian,1,0,0,0,0,0.0
2020,7,12,Midlothian,2,0,0,0,0,0.0
2020,7,13,Midlothian,0,0,0,0,0,0.0
2020,7,14,Midlothian,0,0,0,0,0,0.0
2020,7,15,Midlothian,2,0,0,0,0,0.0
2020,7,16,Midlothian,0,0,0,0,0,0.0
2020,7,17,Midlothian,3,0,0,0,0,0.0
2020,7,18,Midlothian,1,0,0,0,0,0.0
2020,7,19,Midlothian,0,0,0,0,0,0.0
2020,7,20,Midlothian,1,0,0,0,0,0.0
2020,7,21,Midlothian,4,0,0,0,0,0.0
2020,7,22,Midlothian,0,0,0,0,0,0.0
2020,7,23,Midlothian,1,0,0,0,0,0.0
2020,7,24,Midlothian,2,0,0,0,0,0.0
2020,7,25,Midlothian,1,0,0,0,0,0.0
2020,7,26,Midlothian,1,0,0,0,0,0.0
2020,7,27,Midlothian,1,0,0,0,0,0.0
2020,7,28,Midlothian,3,0,0,0,0,0.0
2020,7,29,Midlothian,0,0,0,0,0,0.0
2020,7,30,Midlothian,0,0,0,0,0,0.0
2020,7,31,Midlothian,3,0,0,0,0,0.0
2020,7,1,Moray,2,0,0,0,0,0.0
2020,7,2,Moray,0,0,0,0,0,0.0
2020,7,3,Moray,2,0,0,0,0,0.0
2020,7,4,Moray,1,0,0,0,0,0.0
2020,7,5,Moray,3,0,0,0,0,0.0
2020,7,6,Moray,5,0,0,0,0,0.0
2020,7,7,Moray,2,0,0,0,0,0.0
2020,7,8,Moray,1,0,0,0,0,0.0
2020,7,9,Moray,3,0,0,0,0,0.0
2020,7,10,Moray,4,0,0,0,0,0.0
2020,7,11,Moray,1,0,0,0,0,0.0
2020,7,12,Moray,2,0,0,0,0,0.0
2020,7,13,Moray,1,0,0,0,0,0.0
2020,7,14,Moray,3,0,0,0,0,0.0
2020,7,15,Moray,1,0,0,0,0,0.0
2020,7,16,Moray,1,0,0,0,0,0.0
2020,7,17,Moray,1,0,0,0,0,0.0
2020,7,18,Moray,2,0,0,0,0,0.0
2020,7,19,Moray,3,0,0,0,0,0.0
2020,7,20,Moray,1,0,0,0,0,0.0
2020,7,21,Moray,1,0,0,0,0,0.0
2020,7,22,Moray,1,0,0,0,0,0.0
2020,7,23,Moray,1,0,0,0,0,0.0
2020,7,24,Moray,2,0,0,0,0,0.0
2020,7,25,Moray,2,0,0,0,0,0.0
2020,7,26,Moray,4,0,0,0,0,0.0
2020,7,27,Moray,2,0,0,0,0,0.0
2020,7,28,Moray,1,0,0,0,0,0.0
2020,7,29,Moray,2,0,0,0,0,0.0
2020,7,30,Moray,1,0,0,0,0,0.0
2020,7,31,Moray,1,0,0,0,0,0.0
2020,7,1,North Ayrshire,5,0,0,0,0,0.0
2020,7,2,North Ayrshire,7,0,0,0,0,0.0
2020,7,3,North Ayrshire,5,0,0,0,0,0.0
2020,7,4,North Ayrshire,4,0,0,0,0,0.0
2020,7,5,North Ayrshire,3,0,0,0,0,0.0
2020,7,6,North Ayrshire,4,0,0,0,0,0.0
2020,7,7,North Ayrshire,3,0,0,0,0,0.0
2020,7,8,North Ayrshire,2,0,0,0,0,0.0
2020,7,9,North Ayrshire,3,0,0,0,0,0.0
2020,7,10,North Ayrshire,3,0,0,0,0,0.0
2020,7,11,North Ayrshire,5,0,0,0,0,0.0
2020,7,12,North Ayrshire,4,0,0,0,0,0.0
2020,7,13,North Ayrshire,2,0,0,0,0,0.0
2020,7,14,North Ayrshire,4,0,0,0,0,0.0
2020,7,15,North Ayrshire,3,0,0,0,0,0.0
2020,7,16,North Ayrshire,3,0,0,0,0,0.0
2020,7,17,North Ayrshire,4,0,0,0,0,0.0
2020,7,18,North Ayrshire,5,0,0,0,0,0.0
2020,7,19,North Ayrshire,5,0,0,0,0,0.0
2020,7,20,North Ayrshire,3,0,0,0,0,0.0
2020,7,21,North Ayrshire,4,0,0,0,0,0.0
2020,7,22,North Ayrshire,3,0,0,0,0,0.0
2020,7,23,North Ayrshire,3,0,0,0,0,0.0
2020,7,24,North Ayrshire,2,0,0,0,0,0.0
2020,7,25,North Ayrshire,4,0,0,0,0,0.0
2020,7,26,North Ayrshire,5,0,0,0,0,0.0
2020,7,27,North Ayrshire,2,0,0,0,0,0.0
2020,7,28,North Ayrshire,2,0,0,0,0,0.0
2020,7,29,North Ayrshire,4,0,0,0,0,0.0
2020,7,30,North Ayrshire,2,0,0,0,0,0.0
2020,7,31,North Ayrshire,3,0,0,0,0,0.0
2020,7,1,North Lanarkshire,12,0,0,0,0,0.0
2020,7,2,North Lanarkshire,12,0,0,0,0,0.0
2020,7,3,North Lanarkshire,13,0,0,0,0,0.0
2020,7,4,North Lanarkshire,11,0,0,0,0,0.0
2020,7,5,North Lanarkshire,12,0,0,0,0,0.0
2020,7,6,North Lanarkshire,11,0,0,0,0,0.0
2020,7,7,North Lanarkshire,12,0,0,0,0,0.0
2020,7,8,North Lanarkshire,13,0,0,0,0,0.0
